,Longitude,Latitude,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRQ_4,NR_UE_PCI_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_PCI_4,NR_UE_Timing_Advance,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCReEst_EndResult,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,NR_RRC_MsgType,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType,x,y
67,29.0162,41.1046,-125.44999999999999,-16.7,-6.75,-124.6,,,,,-16.0,,,,,68.0,13.0,,,,,,148.2,15585.28,15311.82,8.2,4.0,8 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),110.0,16QAM,Rank1,8.2,LEVEL_16,22.4,,11.1,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433902.1087994906,4575764.072
68,29.01621,41.10459,-125.1,-16.0,-6.75,-126.45,,,,,-17.35,,,,,68.0,13.0,,,,,,145.3,16425.81,15630.05,9.0,8.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),107.0,16QAM,Rank1,9.0,LEVEL_16,22.4,,12.1,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433903.3182408754,4575762.9588
69,29.01622,41.10457,-124.55000000000001,-15.5,-5.6,-128.39999999999998,-126.1,,,,-19.35,-18.0,,,,68.0,13.0,40.0,,,,,142.7,15626.24,16066.66,8.6,6.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),109.0,16QAM,Rank1,8.6,LEVEL_16,22.3,,14.9,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433904.898315792,4575760.7324
70,29.01624,41.10456,-123.5,-15.0,-4.449999999999999,-126.75,-132.25,,,,-18.2,-23.25,,,,68.0,13.0,40.0,,,,,142.1,17428.48,15571.99,8.6,9.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),115.0,16QAM,Rank1,8.6,LEVEL_16,22.4,,14.2,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433906.9465661175,4575759.6192
71,29.01625,41.10455,-124.15,-15.4,-5.5,-129.05,-128.9,,,,-20.0,-20.05,,,,68.0,13.0,40.0,,,,,142.2,15850.7,15970.09,9.2,13.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),114.0,16QAM,Rank1,9.2,LEVEL_16,22.4,,11.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433908.1560082277,4575758.506
72,29.01626,41.10454,-126.0,-16.9,-8.0,-129.2,-128.6,,,,-20.1,-19.8,,,,68.0,13.0,40.0,,,,,145.2,16404.48,14646.21,8.6,4.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),113.0,16QAM,Rank1,8.6,LEVEL_16,22.4,,13.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433909.3654505196,4575757.3928
73,29.01626,41.10674,-119.1,-17.05,-3.7,-117.4,-116.80000000000001,-119.8,,,-16.5,-15.5,-18.1,,,40.0,68.0,76.0,76.0,,,,138.1,98325.12,86349.73,9.9,0.0,12 (16QAM OR 64QAM / Low SE -QPSK),121.0,16QAM,Rank2,9.9,LEVEL_4,21.0,,8.4,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433827.82426389,4576002.296800001
74,29.01627,41.10453,-125.2,-16.4,-8.5,-128.1,-128.2,,,,-19.0,-19.4,,,,68.0,13.0,40.0,,,,,,,,,,,,,Rank1,,,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433910.574892992,4575756.2796
75,29.01628,41.10451,-125.0,-16.5,-8.7,-125.5,-130.9,,,,-16.9,-22.4,,,,68.0,13.0,40.0,,,,,147.7,17020.66,16850.74,7.0,2.0,7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),123.0,16QAM,Rank1,7.0,LEVEL_16,22.4,,12.9,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433912.1549693183,4575754.0532
76,29.01631,41.10677,,,,,,,,,,,,,,,,,,,,,,,,10.1,0.0,14 (16QAM OR 64QAM / Low SE -QPSK),102.0,64QAM,Rank2,10.1,LEVEL_4,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433830.906215294,4576005.636399999
77,29.01632,41.10447,-125.95,-17.0,-8.3,-125.5,-141.4,,,,-16.65,-30.7,,,,68.0,13.0,40.0,,,,,145.5,15871.17,15552.05,8.5,11.0,8 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),108.0,16QAM,Rank1,8.5,LEVEL_16,22.4,,12.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433916.9927419624,4575749.6004
78,29.01634,41.10446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2433919.040995379,4575748.4872
79,29.01636,41.10444,-125.85,-17.0,-7.8500000000000005,-125.2,,,,,-16.9,,,,,68.0,13.0,,,,,,144.9,16915.59,15122.23,13.4,2.0,10 (16QAM OR 64QAM / Low SE -QPSK),112.0,16QAM,Rank1,13.4,LEVEL_16,22.3,,10.1,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433921.4598834063,4575746.260799999
80,29.01636,41.10679,-114.55000000000001,-13.5,-1.45,-120.15,-119.2,-119.4,,,-17.950000000000003,-17.35,-17.5,,,40.0,30.0,68.0,76.0,,,,140.8,97832.96,84714.81,8.4,0.0,14 (16QAM OR 64QAM / Low SE -QPSK),104.0,64QAM,Rank2,8.4,LEVEL_4,20.8,,10.2,0,0,0,,0,0,,0,0,0,0,0,0, BCCH-DL_SCH SIB1,,,2433834.3588137953,4576007.862799999
81,29.01638,41.10443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2433923.508137878,4575745.1476
82,29.01639,41.10442,-125.05,-17.049999999999997,-7.699999999999999,-123.3,,,,,-15.45,,,,,68.0,13.0,,,,,,143.6,16936.96,16490.42,0.5,30.0,6 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),124.0,16QAM,Rank1,0.5,LEVEL_16,22.3,,15.1,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433924.7175824735,4575744.034399999
83,29.0164,41.10681,-120.9,-19.0,-9.5,-115.0,-119.9,,,,-13.5,-18.2,,,,40.0,40.0,76.0,,,,17.0,142.7,80569.6,,17.3,4.0,11 (16QAM OR 64QAM / Low SE -QPSK),206.0,QPSK,Rank2,17.3,LEVEL_16,22.1,27.0,9.0,0,0,0,31.0,0,0,,0,0,0,0,0,0, BCCH-DL_SCH SIB1,,,2433836.972629661,4576010.0892
84,29.01644,41.10437,-124.55,-16.799999999999997,-7.55,-125.5,-122.6,,,,-18.4,-15.850000000000001,,,,68.0,3.0,13.0,,,,,143.8,17039.36,15609.57,9.4,0.0,10 (16QAM OR 64QAM / Low SE -QPSK),111.0,16QAM,Rank1,9.4,LEVEL_16,22.3,,9.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433930.7648081677,4575738.468400001
85,29.01644,41.10683,-120.4,-17.6,-8.3,-118.5,-117.9,-119.1,,,-16.05,-15.899999999999999,-16.5,,,68.0,40.0,76.0,76.0,,,,138.9,97367.02,86199.02,7.8,6.0,12 (16QAM OR 64QAM / Low SE -QPSK),192.0,64QAM,Rank1,7.8,LEVEL_4,21.9,,9.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433839.586443187,4576012.3156
86,29.01646,41.10434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2433933.5543344263,4575735.1288
87,29.01648,41.10432,-124.65,-17.5,-7.550000000000001,-124.80000000000001,-123.75,,,,-18.15,-17.1,,,,68.0,3.0,13.0,,,,,142.4,17448.96,16205.14,8.4,6.0,10 (16QAM OR 64QAM / Low SE -QPSK),104.0,16QAM,Rank1,8.4,LEVEL_16,22.3,,13.1,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433935.973226806,4575732.9024
88,29.0165,41.1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2433938.392119911,4575730.676
89,29.01652,41.10427,-123.75,-17.0,-7.85,-122.05000000000001,-139.2,,,,-15.15,-29.75,,,,68.0,13.0,40.0,,,,,143.6,16015.36,16941.06,4.5,7.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),99.0,16QAM,Rank1,4.5,LEVEL_16,22.3,,13.7,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433941.1816486996,4575727.3364
90,29.01653,41.10687,-121.3,-18.3,-9.0,-120.2,-118.0,-120.3,,,-16.3,-15.2,-17.1,,,68.0,30.0,40.0,76.0,,,,142.1,84475.57,95222.22,22.2,0.0,10 (16QAM OR 64QAM / Low SE -QPSK),232.0,QPSK,Rank2,22.2,LEVEL_4,22.1,,10.6,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433845.6528422358,4576016.7684
91,29.01657,41.10689,-120.1,-16.6,-8.0,-118.9,-118.4,-121.3,,,-16.1,-15.4,-17.9,,,68.0,30.0,40.0,76.0,,,,,,,15.8,8.0,8 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),242.0,QPSK,Rank2,15.8,LEVEL_4,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433848.266648485,4576018.9948
92,29.01658,41.10422,-124.65,-18.15,-8.45,-123.69999999999999,-120.8,-125.3,,,-18.15,-14.95,-19.0,,,68.0,3.0,13.0,59.0,,,,146.7,16958.14,15425.07,5.2,2.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),98.0,16QAM,Rank1,5.2,LEVEL_16,22.3,,9.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433948.0676995846,4575721.7704
93,29.0166,41.10419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2433950.857231703,4575718.4308
94,29.01661,41.10691,-120.3,-16.8,-7.5,-121.0,-117.9,-119.9,,,-18.2,-15.5,-16.5,,,68.0,30.0,40.0,76.0,,,,140.8,97899.53,96069.62,9.4,5.0,7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),208.0,16QAM,Rank2,9.4,LEVEL_4,21.8,,14.4,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433850.8804523936,4576021.2212
95,29.01662,41.10416,-123.6,-17.9,-7.35,-125.95,-119.6,-127.8,,,-21.0,-14.85,-21.950000000000003,,,68.0,3.0,13.0,59.0,,,,140.4,19989.52,17076.75,4.6,4.0,11 (16QAM OR 64QAM / Low SE -QPSK),75.0,16QAM,Rank1,4.6,LEVEL_16,22.2,,13.1,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433953.6467646873,4575715.0912
96,29.01666,41.10693,-121.2,-18.8,-7.5,-119.2,-119.2,-120.6,,,-16.3,-16.4,-17.5,,,68.0,30.0,40.0,76.0,,,,,,,8.4,0.0,8 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),205.0,16QAM,Rank2,8.4,LEVEL_4,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433854.333032214,4576023.4476
97,29.01667,41.1041,-124.75,-20.5,-6.449999999999999,-122.7,-116.3,-128.0,-138.5,,-19.200000000000003,-14.15,-22.85,-30.1,,68.0,3.0,13.0,40.0,59.0,,,136.3,30782.08,18150.3,11.4,0.0,14 (16QAM OR 64QAM / Low SE -QPSK),81.0,64QAM,Rank1,11.4,LEVEL_16,22.1,,9.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433960.064647652,4575708.4120000005
98,29.0167,41.10404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2433964.8049052786,4575701.732799999
99,29.01671,41.10695,-118.7,-16.6,-8.9,-118.2,-117.7,-120.2,,,-16.2,-16.0,-17.6,,,68.0,30.0,40.0,76.0,,,,143.2,98590.72,95195.89,9.3,0.0,11 (16QAM OR 64QAM / Low SE -QPSK),201.0,64QAM,Rank2,9.3,LEVEL_4,21.6,,8.3,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433857.785609182,4576025.674
100,29.01673,41.10399,-120.3,-17.549999999999997,-7.35,-120.1,-114.8,,,,-17.45,-13.2,,,,68.0,13.0,13.0,,,,,138.9,25987.76,25019.96,10.1,0.0,14 (16QAM OR 64QAM / Low SE -QPSK),87.0,64QAM,Rank1,10.1,LEVEL_4,22.2,,10.9,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433969.1745293434,4575696.166800001
101,29.01675,41.10697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2433860.3994055586,4576027.9004
102,29.01679,41.10393,-119.8,-16.45,-4.7,-127.25,-116.0,,,,-21.9,-13.25,,,,68.0,3.0,13.0,,,,,135.7,44955.96,27434.13,11.4,0.0,15 (16QAM OR 64QAM OR 256QAM / Low SE -16QAM),94.0,64QAM,Rank1,11.4,LEVEL_16,22.1,,8.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433976.431240605,4575689.4876
103,29.01679,41.10699,-119.05000000000001,-17.05,-5.8,-118.44999999999999,-117.2,-116.55,,,-16.3,-16.3,-15.450000000000001,,,68.0,30.0,40.0,76.0,,,,137.8,98039.17,95038.73,8.4,0.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),163.0,16QAM,Rank2,8.4,LEVEL_4,21.4,,10.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433863.013199595,4576030.126800001
104,29.01681,41.1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2433979.2207817286,4575686.148
105,29.01683,41.10388,-118.7,-16.700000000000003,-4.050000000000001,-118.0,-116.1,,,,-15.25,-13.5,,,,68.0,13.0,13.0,,,,,135.9,59225.05,34873.06,8.9,2.0,13 (16QAM OR 64QAM / Low SE -QPSK),125.0,64QAM,Rank2,8.9,LEVEL_16,22.2,,9.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433981.6396877654,4575683.9216
106,29.01684,41.10701,-118.5,-16.3,-5.9,-120.1,-117.2,-116.6,,,-18.1,-15.9,-14.8,,,68.0,30.0,40.0,76.0,,,,,,,10.1,0.0,10 (16QAM OR 64QAM / Low SE -QPSK),142.0,16QAM,Rank2,10.1,LEVEL_4,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433866.4657685207,4576032.353200001
107,29.01687,41.10383,-118.25,-15.45,-3.8,-121.5,-115.80000000000001,,,,-19.05,-13.399999999999999,,,,68.0,3.0,13.0,,,,,135.4,81244.16,54637.52,9.7,0.0,10 (16QAM OR 64QAM / Low SE -QPSK),111.0,16QAM,Rank2,9.7,LEVEL_4,22.0,,9.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433986.848138182,4575678.3556
108,29.01689,41.1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2433989.6376827015,4575675.016
109,29.01689,41.10702,-117.5,-15.4,-3.7,-119.3,-120.8,-118.0,,,-17.0,-19.3,-16.0,,,68.0,30.0,40.0,76.0,,,,135.0,98570.24,95465.25,8.4,0.0,10 (16QAM OR 64QAM / Low SE -QPSK),142.0,16QAM,Rank2,8.4,LEVEL_4,21.7,,11.2,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433870.288994668,4576033.4664
110,29.01691,41.10377,-117.95,-15.7,-3.05,-115.6,,,,,-13.9,,,,,68.0,13.0,,,,,,134.6,87572.48,71248.45,8.7,1.0,11 (16QAM OR 64QAM / Low SE -QPSK),103.0,16QAM,Rank2,8.7,LEVEL_16,22.0,,9.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433992.427228086,4575671.676399999
111,29.01693,41.10374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2433995.216774337,4575668.336800001
112,29.01695,41.10371,-116.75,-14.55,-0.6499999999999999,-115.5,,,,,-14.100000000000001,,,,,68.0,13.0,,,,,,132.5,98508.8,78302.99,12.2,0.0,11 (16QAM OR 64QAM / Low SE -QPSK),147.0,16QAM,Rank2,12.2,LEVEL_4,21.9,,10.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433998.0063214535,4575664.9972
113,29.01698,41.10705,-116.5,-16.05,-4.25,-121.25,-118.85,-116.19999999999999,,,-19.35,-17.200000000000003,-15.4,,,68.0,30.0,40.0,76.0,,,,135.0,98590.72,,10.8,0.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),167.0,16QAM,Rank2,10.8,LEVEL_4,21.4,,9.7,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433876.7260046904,4576036.806
114,29.01699,41.10366,-116.3,-14.649999999999999,-1.55,-113.9,,,,,-13.35,,,,,68.0,13.0,,,,,,131.5,98365.44,93119.3,13.1,0.0,14 (16QAM OR 64QAM / Low SE -QPSK),116.0,64QAM,Rank2,13.1,LEVEL_4,21.7,,10.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434003.2147819167,4575659.4311999995
115,29.017,41.10365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434004.4242384294,4575658.318
116,29.01702,41.10363,-112.56666666666666,-14.5,0.5,-114.2,-113.1,,,,-15.566666666666668,-14.899999999999999,,,,13.0,3.0,68.0,,,,11.0,132.0,0.0,83517.77,14.0,5.0,15 (16QAM OR 64QAM OR 256QAM / Low SE -16QAM),128.0,64QAM,Rank2,14.0,LEVEL_16,21.2,20.0,11.3,0,0,0,33.0,0,0,,0,0,0,0,0,0, BCCH-DL_SCH SIB1,,,2434006.8431519996,4575656.0916
117,29.01703,41.10362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434008.0526090567,4575654.9784
118,29.01703,41.10706,,,,,,,,,,,,,,,,,,,,,,,96368.53,8.0,0.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),170.0,16QAM,Rank2,8.0,LEVEL_4,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433880.5492261983,4576037.919199999
119,29.01704,41.1036,-110.2,-12.9,6.4,-113.7,,,,,-15.9,,,,,13.0,68.0,,,,,,129.8,98467.84,89947.7,8.6,0.0,19 (64QAM OR 256QAM / Low SE -16QAM),70.0,64QAM,Rank2,8.6,LEVEL_1,20.8,,9.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434009.6327029285,4575652.752
120,29.01704,41.10361,-109.15,-12.0,5.0,-135.8,-112.9,,,,-30.450000000000003,-14.55,,,,13.0,3.0,68.0,,,,,128.7,98366.27,108183.48,10.1,0.0,19 (64QAM OR 256QAM / Low SE -16QAM),70.0,64QAM,Rank2,10.1,LEVEL_1,20.7,,9.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434009.262066295,4575653.865200001
121,29.01705,41.10358,-109.65,-11.95,4.35,-116.6,-113.85,,,,-18.65,-15.2,,,,13.0,3.0,68.0,,,,,132.7,97986.62,100953.2,7.5,0.0,19 (64QAM OR 256QAM / Low SE -16QAM),70.0,64QAM,Rank2,7.5,LEVEL_1,20.7,,8.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434011.212797013,4575650.5256
122,29.01706,41.10357,-108.55000000000001,-12.15,4.6,-112.2,,,,,-15.75,,,,,13.0,68.0,,,,,,128.3,98467.84,91188.7,9.4,0.0,20 (64QAM OR 256QAM / Low SE -16QAM),67.0,64QAM,Rank2,9.4,LEVEL_1,20.7,,9.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434012.4222547216,4575649.4124
123,29.01708,41.10355,-109.44999999999999,-13.05,4.25,-111.05,,,,,-13.8,,,,,13.0,68.0,,,,,,131.3,98339.85,98413.01,9.6,0.0,19 (64QAM OR 256QAM / Low SE -16QAM),73.0,64QAM,Rank2,9.6,LEVEL_1,20.6,,8.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434014.8411706816,4575647.186
124,29.01708,41.10708,-118.6,-16.85,-5.65,-118.05,-117.1,-116.3,,,-16.75,-15.8,-15.1,,,68.0,30.0,40.0,76.0,,,,137.7,98611.2,95195.3,7.8,0.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),155.0,16QAM,Rank2,7.8,LEVEL_4,21.4,,11.3,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433884.0017834827,4576040.1456
125,29.01709,41.10354,-109.7,-14.15,1.65,-108.5,,,,,-12.55,,,,,13.0,68.0,,,,,,129.1,98448.2,96623.66,9.6,0.0,19 (64QAM OR 256QAM / Low SE -16QAM),75.0,64QAM,Rank2,9.6,LEVEL_1,20.8,,9.1,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434016.0506289336,4575646.0728
126,29.01711,41.10353,-111.5,-14.4,2.75,-109.25,,,,,-13.1,,,,,13.0,68.0,,,,,,129.9,98396.17,94733.48,10.8,0.0,19 (64QAM OR 256QAM / Low SE -16QAM),74.0,64QAM,Rank2,10.8,LEVEL_1,20.8,,8.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434018.098909048,4575644.9596
127,29.01713,41.10349,-110.05,-13.65,3.55,-111.5,,,,,-14.95,,,,,13.0,68.0,,,,,,128.7,98493.44,94869.55,8.0,0.0,19 (64QAM OR 256QAM / Low SE -16QAM),73.0,64QAM,Rank2,8.0,LEVEL_1,20.7,,8.9,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434021.259100722,4575640.5068
128,29.01716,41.10346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434024.887478903,4575637.1672
129,29.01717,41.1071,-120.5,-17.450000000000003,-7.4,-119.6,-119.4,-117.7,,,-17.3,-16.9,-15.65,,,68.0,30.0,40.0,76.0,,,,139.7,99696.64,,9.0,0.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),173.0,16QAM,Rank2,9.0,LEVEL_4,21.6,,10.9,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433890.809442235,4576042.372
130,29.01718,41.10343,-108.65,-13.55,3.05,-109.1,,,,,-13.55,,,,,13.0,68.0,,,,,,129.4,98508.8,95648.09,10.6,0.0,19 (64QAM OR 256QAM / Low SE -16QAM),73.0,64QAM,Rank2,10.6,LEVEL_1,20.6,,8.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434027.6770357573,4575633.8276
131,29.01722,41.1034,-108.19999999999999,-13.2,2.6,-109.5,,,,,-13.8,,,,,13.0,68.0,,,,,,128.3,98426.88,95593.97,9.6,0.0,20 (64QAM OR 256QAM / Low SE -16QAM),63.0,64QAM,Rank2,9.6,LEVEL_1,20.4,,7.4,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434032.1442401595,4575630.488
132,29.01722,41.10712,,,,,,,,,,,,,,,,,,,,,,,97319.72,7.4,0.0,7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),211.0,16QAM,Rank2,7.4,LEVEL_4,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433894.261992796,4576044.5984000005
133,29.01723,41.10338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434033.7243384323,4575628.2616
134,29.01725,41.10336,-108.35,-13.75,2.3499999999999996,-106.85,,,,,-12.9,,,,,13.0,68.0,,,,,,127.7,97208.23,95839.81,7.9,0.0,18 (64QAM OR 256QAM / Low SE -16QAM),156.0,64QAM,Rank2,7.9,LEVEL_1,20.7,,9.2,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434036.1432607714,4575626.0352
135,29.01726,41.10713,-121.5,-18.6,-7.6,-119.25,-119.69999999999999,-119.19999999999999,,,-16.700000000000003,-16.8,-16.700000000000003,,,68.0,30.0,40.0,76.0,,,,143.7,98959.36,,14.7,0.0,8 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),253.0,QPSK,Rank2,14.7,LEVEL_4,21.9,,13.7,0,0,0,,0,0,,0,0,0,0,0,0,,,,2433897.246430551,4576045.7116
136,29.01727,41.10334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434038.562183836,4575623.808800001
137,29.01729,41.10331,-109.45,-14.4,1.1,-107.85,,,,,-13.1,,,,,13.0,68.0,,,,,,128.7,97448.91,94083.98,8.2,0.0,18 (64QAM OR 256QAM / Low SE -16QAM),155.0,64QAM,Rank2,8.2,LEVEL_1,20.7,,10.1,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434041.3517453014,4575620.4692
138,29.01732,41.10325,-111.3,-14.850000000000001,1.6500000000000001,-115.45,-109.1,,,,-17.85,-12.6,,,,13.0,3.0,68.0,,,,,131.0,97095.68,93795.57,8.5,0.0,18 (64QAM OR 256QAM / Low SE -16QAM),161.0,64QAM,Rank2,8.5,LEVEL_2,20.9,,8.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434046.092045572,4575613.79
139,29.01734,41.10322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434048.881609251,4575610.4504
